"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","388","Verify the dropdown opens/closes after clicking on the 'More' button in the Header 
               for an authorized user","tests","Thu Mar 19 12:35:40 UTC 2026","passed","Thu Mar 19 12:35:40 UTC 2026","TestHeaderPage","header_test","",""
"","11","Verify value of the title of the tab","tests","Thu Mar 19 12:21:09 UTC 2026","passed","Thu Mar 19 12:21:09 UTC 2026","TestContributorsPage","contributors_page_test","",""
"","10998","Select a random card from ""Слова с частотной группировкой"" group and compare UI vs BACKEND data.","tests","Thu Mar 19 12:43:56 UTC 2026","skipped","Thu Mar 19 12:44:07 UTC 2026","TestCardsRU","Речевые упражнения.","",""
"","12","Verify value of the title of the tab","tests","Thu Mar 19 12:27:02 UTC 2026","passed","Thu Mar 19 12:27:02 UTC 2026","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","20998","Check registration with new email and empty birthday","tests","Thu Mar 19 12:38:45 UTC 2026","passed","Thu Mar 19 12:39:06 UTC 2026","TestRegistrationPage","registration_page_test","",""
"","2134","Verify redirection to telegram page not authorized user.","tests","Thu Mar 19 12:21:54 UTC 2026","passed","Thu Mar 19 12:21:56 UTC 2026","TestDescriptionPage","description_page_test","",""
"","18","Verify content of the text on the page","tests","Thu Mar 19 12:21:18 UTC 2026","passed","Thu Mar 19 12:21:18 UTC 2026","TestContributorsPage","contributors_page_test","",""
"","2894","Verify clickability, href, prefix and subject, status code of links in the Footer","tests","Thu Mar 19 12:30:25 UTC 2026","passed","Thu Mar 19 12:30:28 UTC 2026","TestFooter","footer_test","",""
"","61","Verify values of titles and subtitles with tags h2, h4 on the page","tests","Thu Mar 19 12:41:11 UTC 2026","failed","Thu Mar 19 12:41:11 UTC 2026","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","47","Verify title, href of links on the 'en' local","tests","Thu Mar 19 12:32:30 UTC 2026","passed","Thu Mar 19 12:32:30 UTC 2026","TestGroupsPage","groups_page_test","",""
"","40","Verify presence and visibility of content on the page","tests","Thu Mar 19 12:40:52 UTC 2026","passed","Thu Mar 19 12:40:52 UTC 2026","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","622","Verify composition, visibility of elements on the 1st-5th levels of nesting on the page","tests","Thu Mar 19 12:25:44 UTC 2026","broken","Thu Mar 19 12:25:45 UTC 2026","TestExercisesRuWordsFamilyPage","exercises_ru_words_family_page_test","",""
"","389","Verify presence, visibility of links, buttons in the Header for an unauthorized user","tests","Thu Mar 19 12:33:42 UTC 2026","passed","Thu Mar 19 12:33:42 UTC 2026","TestHeaderPage","header_test","",""
"","25","Verify value of the 'en' subtitles on the page","tests","Thu Mar 19 12:32:05 UTC 2026","passed","Thu Mar 19 12:32:05 UTC 2026","TestGroupsPage","groups_page_test","",""
