"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","Verify attributes of images in links on the page","tests","Sun May 03 19:53:15 UTC 2026","passed","Sun May 03 19:53:15 UTC 2026","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","395","Verify the composition and visibility of elements 
        on the 1st-6th levels of nesting on the page","tests","Sun May 03 20:05:52 UTC 2026","passed","Sun May 03 20:05:53 UTC 2026","TestSpecialistsPage","specialists_page_test","",""
"","2105","Verify redirection to github not authorized user.","tests","Sun May 03 20:03:18 UTC 2026","passed","Sun May 03 20:03:21 UTC 2026","TestMainPage","main_page_test","",""
"","753","Check registration with new email and empty password","tests","Sun May 03 20:04:25 UTC 2026","passed","Sun May 03 20:04:25 UTC 2026","TestRegistrationPage","registration_page_test","",""
"","149","Verify sizes of background-images in links on the page","tests","Sun May 03 19:53:21 UTC 2026","passed","Sun May 03 19:53:21 UTC 2026","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","922","Checking the possibility of authorization with the correct data","tests","Sun May 03 19:49:19 UTC 2026","passed","Sun May 03 19:49:20 UTC 2026","TestAuthorizedUserPage","authorisation_page_test","",""
"","113","Verify that the Logo link on the Start Authorized Page 
                             refreshes the current page and doesn't lead to other pages after clicking","tests","Sun May 03 20:02:08 UTC 2026","passed","Sun May 03 20:02:08 UTC 2026","TestHeaderPage","header_test","",""
"","46","Verify text in group links on the page","tests","Sun May 03 19:51:59 UTC 2026","passed","Sun May 03 19:51:59 UTC 2026","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","146","Verify that the 'Logo' link on the Start Unauthorized Page 
                             doesn't refresh the current page or lead to other pages after clicking","tests","Sun May 03 20:00:24 UTC 2026","passed","Sun May 03 20:00:24 UTC 2026","TestHeaderPage","header_test","",""
"","1233","Verify switching of the 'ru', 'en' buttons in the Header for an authorized user","tests","Sun May 03 20:02:17 UTC 2026","passed","Sun May 03 20:02:18 UTC 2026","TestHeaderPage","header_test","",""
"","53","Verify text in group links on the page","tests","Sun May 03 19:54:32 UTC 2026","passed","Sun May 03 19:54:32 UTC 2026","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","97","Verify presence, visibility and attributes of the image in the section 1","tests","Sun May 03 20:07:17 UTC 2026","passed","Sun May 03 20:07:17 UTC 2026","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","1760","Verify if links on the 'en' local lead to correct pages after clicking","tests","Sun May 03 19:58:12 UTC 2026","passed","Sun May 03 19:58:13 UTC 2026","TestGroupsPage","groups_page_test","",""
"","262","Verify values of the text in links, buttons in the Header for an authorized user","tests","Sun May 03 20:01:35 UTC 2026","passed","Sun May 03 20:01:35 UTC 2026","TestHeaderPage","header_test","",""
"","2602","Verify if external links in the Header for an unauthorized user 
            lead to correct pages after click","tests","Sun May 03 20:00:18 UTC 2026","passed","Sun May 03 20:00:20 UTC 2026","TestHeaderPage","header_test","",""
"","172","Verify composition, visibility of elements on the 1st-6th levels of nesting on the page","tests","Sun May 03 19:57:02 UTC 2026","passed","Sun May 03 19:57:02 UTC 2026","TestGroupsPage","groups_page_test","",""
"","31","Verify presence and visibility of content on the page","tests","Sun May 03 20:10:46 UTC 2026","passed","Sun May 03 20:10:46 UTC 2026","TestURPage","used_resources_page_test","",""
"","140","Verify that the 'Contact us' link in the Footer calls an email client","tests","Sun May 03 19:56:39 UTC 2026","passed","Sun May 03 19:56:39 UTC 2026","TestFooter","footer_test","",""
"","130","Verify sizes of images in links in the Footer","tests","Sun May 03 19:56:45 UTC 2026","passed","Sun May 03 19:56:45 UTC 2026","TestFooter","footer_test","",""
"","398","Verify presence, visibility of links, buttons in the Header for an unauthorized user","tests","Sun May 03 19:59:58 UTC 2026","passed","Sun May 03 19:59:58 UTC 2026","TestHeaderPage","header_test","",""
"","28","Verify value of the breadcrumbs on the page","tests","Sun May 03 19:54:26 UTC 2026","passed","Sun May 03 19:54:26 UTC 2026","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","28","Verify presence and visibility of content on the page","tests","Sun May 03 19:56:56 UTC 2026","passed","Sun May 03 19:56:56 UTC 2026","TestGroupsPage","groups_page_test","",""
"","29","Verify presence, visibility of the user name in the Header for an authorized user","tests","Sun May 03 20:01:40 UTC 2026","passed","Sun May 03 20:01:40 UTC 2026","TestHeaderPage","header_test","",""
"","39","Verify presence and visibility of the Footer","tests","Sun May 03 19:56:04 UTC 2026","passed","Sun May 03 19:56:04 UTC 2026","TestFooter","footer_test","",""
"","7365","Change the password by receiving an email link","tests","Sun May 03 20:03:38 UTC 2026","passed","Sun May 03 20:03:46 UTC 2026","TestProfilePage","profile_page_test","",""
"","0","Verify composition, visibility of elements on the 1st-6th levels of nesting in the Header
            for an authorized user","tests","Sun May 03 20:01:00 UTC 2026","broken","Sun May 03 20:01:00 UTC 2026","TestHeaderPage","header_test","",""
"","10480","Solutions to a random task in the ""Слова"" group and comparison of statics.","tests","Sun May 03 20:10:17 UTC 2026","skipped","Sun May 03 20:10:27 UTC 2026","TestCardsRU","Речевые упражнения.","",""
"","502","Verify presence, visibility, clickability, href, status code 
                         of the 'Login' link in the section 1","tests","Sun May 03 20:07:10 UTC 2026","passed","Sun May 03 20:07:10 UTC 2026","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","4570","Check registration with new email","tests","Sun May 03 20:03:49 UTC 2026","passed","Sun May 03 20:03:53 UTC 2026","TestRegistrationPage","registration_page_test","",""
"","14","Verify value of the title of the tab","tests","Sun May 03 19:49:41 UTC 2026","passed","Sun May 03 19:49:41 UTC 2026","TestContactsPage","contacts_page_test","",""
"","47","Verify amount and visibility of sections with content on the page","tests","Sun May 03 20:06:47 UTC 2026","passed","Sun May 03 20:06:47 UTC 2026","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","597","Verify href, status code of the 'All Team' link","tests","Sun May 03 19:50:43 UTC 2026","passed","Sun May 03 19:50:43 UTC 2026","TestContributorsPage","contributors_page_test","",""
"","0","test_gp_04_03_verify_images_alt_en","tests","Sun May 03 19:59:01 UTC 2026","broken","Sun May 03 19:59:01 UTC 2026","TestGroupsPage","groups_page_test","",""
"","10355","Verify size of the image in the 'Logo' link in the Header for an authorized user","tests","Sun May 03 20:02:32 UTC 2026","broken","Sun May 03 20:02:43 UTC 2026","TestHeaderPage","header_test","",""
"","0","Checking the ip is available","tests","Sun May 03 20:03:35 UTC 2026","skipped","Sun May 03 20:03:35 UTC 2026","TestMainPage","main_page_test","",""
"","230","Verify values of the text in links, buttons in the Header for an unauthorized user","tests","Sun May 03 20:00:01 UTC 2026","passed","Sun May 03 20:00:01 UTC 2026","TestHeaderPage","header_test","",""
"","10958","Select a random card from ""Предложения"" group and compare UI vs BACKEND data.","tests","Sun May 03 20:09:16 UTC 2026","skipped","Sun May 03 20:09:27 UTC 2026","TestCardsRU","Речевые упражнения.","",""
"","0","Verify attribute 'src' of images in links on the page","tests","Sun May 03 19:58:13 UTC 2026","broken","Sun May 03 19:58:13 UTC 2026","TestGroupsPage","groups_page_test","",""
"","1360","Verify redirection to telegram page not authorized user.","tests","Sun May 03 19:50:58 UTC 2026","passed","Sun May 03 19:50:59 UTC 2026","TestDescriptionPage","description_page_test","",""
"","51","Verify presence, visibility and attributes of the image in the Logo link in the Header 
               on the Start Unauthorized Page","tests","Sun May 03 20:00:33 UTC 2026","passed","Sun May 03 20:00:33 UTC 2026","TestHeaderPage","header_test","",""
"","913","Verify presence, visibility of the title, text, link, grid, cards and images  
        on the 2nd, 3rd, 5th, 6th levels of nesting on the page","tests","Sun May 03 20:05:57 UTC 2026","passed","Sun May 03 20:05:58 UTC 2026","TestSpecialistsPage","specialists_page_test","",""
"","23","Verify the composition and visibility of elements on the 1st level of nesting in the section 1","tests","Sun May 03 19:49:31 UTC 2026","passed","Sun May 03 19:49:31 UTC 2026","TestContactsPage","contacts_page_test","",""
"","10961","Select random card from group ""Слова Королёвой"" and compare UI vs BACKEND data.","tests","Sun May 03 20:08:29 UTC 2026","skipped","Sun May 03 20:08:40 UTC 2026","TestCardsRU","Речевые упражнения.","",""
"","717","Verify redirection to specialists page not authorized user.","tests","Sun May 03 19:51:10 UTC 2026","passed","Sun May 03 19:51:11 UTC 2026","TestDescriptionPage","description_page_test","",""
"","131","Verify the composition and visibility of elements 
        on the 1st-3rd levels of nesting in the section 2","tests","Sun May 03 20:06:53 UTC 2026","passed","Sun May 03 20:06:54 UTC 2026","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
