"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 26 10:44:23 GMT 2024","Wed Jun 26 10:44:24 GMT 2024","81","tests","specialists_page_test","TestSpecialistsPage","","","Verify presence, visibility of the title, images on the page",""
"passed","Wed Jun 26 10:40:41 GMT 2024","Wed Jun 26 10:40:41 GMT 2024","65","tests","footer_test","TestFooter","","","Verify presence, visibility and accuracy of the Selectel link's image in Footer",""
"passed","Wed Jun 26 10:49:22 GMT 2024","Wed Jun 26 10:49:54 GMT 2024","31503","tests","Речевые упражнения.","TestCardsRU","","","Solutions to a random task in the ""Слова"" .",""
"skipped","Wed Jun 26 10:50:57 GMT 2024","Wed Jun 26 10:51:09 GMT 2024","12569","tests","Речевые упражнения.","TestCardsRU","","","Solutions to a random task in the ""Слова"" group and comparison of statics.",""
"passed","Wed Jun 26 10:51:42 GMT 2024","Wed Jun 26 10:51:42 GMT 2024","284","tests","used_resources_page_test","TestUsedResourcesPage","","","Verify value of the title of the tab",""
"passed","Wed Jun 26 10:41:25 GMT 2024","Wed Jun 26 10:41:25 GMT 2024","92","tests","header_test","TestHeaderPage","","","Verify presence, visibility, attributes and sizes of the 'Logo' image",""
"passed","Wed Jun 26 10:42:10 GMT 2024","Wed Jun 26 10:42:10 GMT 2024","137","tests","main_page_test","TestMainPage","","","Verify redirection to contacts page not authorized user.",""
"passed","Wed Jun 26 10:47:58 GMT 2024","Wed Jun 26 10:48:08 GMT 2024","9585","tests","Речевые упражнения.","TestCardsRU","","","Select random card from group ""Слова Королёвой"" and compare UI vs BACKEND data.",""
"passed","Wed Jun 26 10:46:37 GMT 2024","Wed Jun 26 10:46:38 GMT 2024","117","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify that the 'Login' link leads to the correct page after clicking",""
"passed","Wed Jun 26 10:36:49 GMT 2024","Wed Jun 26 10:36:52 GMT 2024","3545","tests","footer_test","TestFooter","","","Verify presence and visibility of Footer on each page specified in the kit",""
"passed","Wed Jun 26 10:43:20 GMT 2024","Wed Jun 26 10:43:21 GMT 2024","607","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty password",""
"passed","Wed Jun 26 10:45:21 GMT 2024","Wed Jun 26 10:45:26 GMT 2024","5278","tests","specialists_page_test","TestSpecialistsPage","","","Verify that the 'All Specialists' link leads an unauthorized user 
                         to the correct page after clicking",""
"passed","Wed Jun 26 10:46:47 GMT 2024","Wed Jun 26 10:46:47 GMT 2024","54","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify size of the image in the section 1",""
"passed","Wed Jun 26 10:44:18 GMT 2024","Wed Jun 26 10:44:18 GMT 2024","346","tests","specialists_page_test","TestSpecialistsPage","","","Verify the composition and visibility of elements 
        on the 1st-6th levels of nesting on the page",""
"passed","Wed Jun 26 10:45:55 GMT 2024","Wed Jun 26 10:45:55 GMT 2024","31","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify presence and visibility of content on the page",""
"passed","Wed Jun 26 10:37:03 GMT 2024","Wed Jun 26 10:37:06 GMT 2024","3576","tests","footer_test","TestFooter","","","Verify presence and visibility of Footer on each page specified in the kit",""
"passed","Wed Jun 26 10:39:45 GMT 2024","Wed Jun 26 10:39:45 GMT 2024","66","tests","footer_test","TestFooter","","","Verify presence, visibility and accuracy of the ARASAAC link's image in Footer",""
"passed","Wed Jun 26 10:42:26 GMT 2024","Wed Jun 26 10:42:27 GMT 2024","634","tests","main_page_test","TestMainPage","","","Verify redirection to contributors page not authorized user.",""
"passed","Wed Jun 26 10:34:32 GMT 2024","Wed Jun 26 10:34:32 GMT 2024","23","tests","contacts_page_test","TestContactsPage","","","Verify values of subtitles with tag 'h2' on the page",""
"passed","Wed Jun 26 10:38:34 GMT 2024","Wed Jun 26 10:38:40 GMT 2024","5536","tests","footer_test","TestFooter","","","Verify that the EPAM link in Footer leads to the correct page after click",""
"passed","Wed Jun 26 10:45:45 GMT 2024","Wed Jun 26 10:45:45 GMT 2024","203","tests","specialists_page_test","TestSpecialistsPage","","","Verify attribute values and sizes of images in specialist cards in the grid",""
"passed","Wed Jun 26 10:45:03 GMT 2024","Wed Jun 26 10:45:03 GMT 2024","54","tests","specialists_page_test","TestSpecialistsPage","","","Verify values of names in specialist cards in the grid",""
"passed","Wed Jun 26 10:48:32 GMT 2024","Wed Jun 26 10:48:42 GMT 2024","9626","tests","Речевые упражнения.","TestCardsRU","","","Select a random card from ""Группа слов"" group and compare UI vs BACKEND data.",""
"passed","Wed Jun 26 10:44:29 GMT 2024","Wed Jun 26 10:44:29 GMT 2024","56","tests","specialists_page_test","TestSpecialistsPage","","","Verify presence, visibility and content accuracy of the text on the Specialists page",""
"passed","Wed Jun 26 10:38:04 GMT 2024","Wed Jun 26 10:38:06 GMT 2024","1913","tests","footer_test","TestFooter","","","Verify presence, visibility, clickability, href, status code of the Selectel link in Footer",""
"passed","Wed Jun 26 10:47:41 GMT 2024","Wed Jun 26 10:47:51 GMT 2024","9917","tests","Речевые упражнения.","TestCardsRU","","","Select random card from group ""Слова"" and compare UI vs BACKEND data.",""
"passed","Wed Jun 26 10:41:09 GMT 2024","Wed Jun 26 10:41:10 GMT 2024","995","tests","header_test","TestHeaderPage","","","Verify presence, visibility, clickability, href, status code  
                             of the 'Logo' link in the section 1 in the Header",""
"passed","Wed Jun 26 10:42:36 GMT 2024","Wed Jun 26 10:42:36 GMT 2024","79","tests","main_page_test","TestMainPage","","","Checking the clickability of the Start button.",""
"passed","Wed Jun 26 10:39:50 GMT 2024","Wed Jun 26 10:39:50 GMT 2024","44","tests","footer_test","TestFooter","","","Verify visible sizes of the ARASAAC link's image in Footer",""
"passed","Wed Jun 26 10:41:30 GMT 2024","Wed Jun 26 10:41:31 GMT 2024","1402","tests","header_test","TestHeaderPage","","","Verify presence, visibility, clickability, href, status code of the 'About' and the 'Telegram' links in the Section 2 in the Header",""
"passed","Wed Jun 26 10:34:04 GMT 2024","Wed Jun 26 10:34:04 GMT 2024","20","tests","contacts_page_test","TestContactsPage","","","Verify amount and visibility of sections with content on the page",""
"passed","Wed Jun 26 10:35:37 GMT 2024","Wed Jun 26 10:35:38 GMT 2024","353","tests","contributors_page_test","TestContributorsPage","","","Verify values of the text in card descriptions",""
"passed","Wed Jun 26 10:36:03 GMT 2024","Wed Jun 26 10:36:05 GMT 2024","1434","tests","contributors_page_test","TestContributorsPage","","","Verify attribute values and sizes of images in contributors cards in the grid",""
"passed","Wed Jun 26 10:37:12 GMT 2024","Wed Jun 26 10:37:16 GMT 2024","3750","tests","footer_test","TestFooter","","","Verify presence and visibility of Footer on each page specified in the kit",""
"passed","Wed Jun 26 10:46:09 GMT 2024","Wed Jun 26 10:46:09 GMT 2024","109","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify the composition and visibility of elements 
        on the 1st-3rd levels of nesting in the section 2",""
"passed","Wed Jun 26 10:35:12 GMT 2024","Wed Jun 26 10:35:14 GMT 2024","2791","tests","contributors_page_test","TestContributorsPage","","","Verify the composition and visibility of elements on the 1st, 2nd, 3rd, 4th levels of nesting in the section",""
"passed","Wed Jun 26 10:52:38 GMT 2024","Wed Jun 26 10:52:39 GMT 2024","848","tests","used_resources_page_test","TestUsedResourcesPage","","","Verify sizes of icons in the sections",""
"passed","Wed Jun 26 10:47:10 GMT 2024","Wed Jun 26 10:47:19 GMT 2024","8979","tests","Speech exercises EN.","TestCardsEN","","","Check progres-bar and buttons.",""
"passed","Wed Jun 26 10:39:40 GMT 2024","Wed Jun 26 10:39:40 GMT 2024","77","tests","footer_test","TestFooter","","","Verify that the Contact us link in Footer calls an email client",""
