"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","226","Verify switching of the 'ru', 'en' buttons in the Header for an authorized user","tests","Sat Nov 29 13:22:56 UTC 2025","passed","Sat Nov 29 13:22:56 UTC 2025","TestHeaderPage","header_test","",""
"","211","Verify redirection to contacts page not authorized user.","tests","Sat Nov 29 13:23:47 UTC 2025","passed","Sat Nov 29 13:23:47 UTC 2025","TestMainPage","main_page_test","",""
"","14","Verify value of the title of the tab","tests","Sat Nov 29 13:09:52 UTC 2025","passed","Sat Nov 29 13:09:52 UTC 2025","TestContactsPage","contacts_page_test","",""
"","760","Verify text in cards on the page","tests","Sat Nov 29 13:15:35 UTC 2025","passed","Sat Nov 29 13:15:35 UTC 2025","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","3099","Verify clickability, href, status code of series links on the page","tests","Sat Nov 29 13:13:16 UTC 2025","passed","Sat Nov 29 13:13:19 UTC 2025","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","3286","Verify if links on the 'en' local lead to correct pages after clicking","tests","Sat Nov 29 13:20:03 UTC 2025","passed","Sat Nov 29 13:20:06 UTC 2025","TestGroupsPage","groups_page_test","",""
"","931","Verify values of the text in card descriptions","tests","Sat Nov 29 13:10:44 UTC 2025","passed","Sat Nov 29 13:10:45 UTC 2025","TestContributorsPage","contributors_page_test","",""
"","701","Verify redirection to contributors page not authorized user.","tests","Sat Nov 29 13:11:35 UTC 2025","passed","Sat Nov 29 13:11:36 UTC 2025","TestDescriptionPage","description_page_test","",""
"","715","Check registration without choosing gender","tests","Sat Nov 29 13:25:08 UTC 2025","passed","Sat Nov 29 13:25:09 UTC 2025","TestRegistrationPage","registration_page_test","",""
"","15922","Change the password by receiving an email link","tests","Sat Nov 29 13:24:14 UTC 2025","passed","Sat Nov 29 13:24:30 UTC 2025","TestProfilePage","profile_page_test","",""
"","128","Verify sizes of images in links in the Footer","tests","Sat Nov 29 13:18:10 UTC 2025","passed","Sat Nov 29 13:18:10 UTC 2025","TestFooter","footer_test","",""
"","790","Check registration with new email and empty confirm password","tests","Sat Nov 29 13:24:47 UTC 2025","passed","Sat Nov 29 13:24:48 UTC 2025","TestRegistrationPage","registration_page_test","",""
"","135","Verify presence, visibility of the title, tiles, links, images, subtitles on the page","tests","Sat Nov 29 13:18:40 UTC 2025","passed","Sat Nov 29 13:18:40 UTC 2025","TestGroupsPage","groups_page_test","",""
"","2757","Verify if breadcrumbs links lead to correct pages after clicking","tests","Sat Nov 29 13:13:28 UTC 2025","passed","Sat Nov 29 13:13:31 UTC 2025","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","93","Verify sizes of icons in sections","tests","Sat Nov 29 13:31:06 UTC 2025","passed","Sat Nov 29 13:31:07 UTC 2025","TestURPage","used_resources_page_test","",""
"","758","Check registration with new email and empty email","tests","Sat Nov 29 13:25:04 UTC 2025","passed","Sat Nov 29 13:25:05 UTC 2025","TestRegistrationPage","registration_page_test","",""
"","32","Verify value of the 'en' title on the page","tests","Sat Nov 29 13:19:06 UTC 2025","passed","Sat Nov 29 13:19:06 UTC 2025","TestGroupsPage","groups_page_test","",""
