"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 00:51:14 GMT 2024","Mon Jun 10 00:51:14 GMT 2024","128","tests","footer_test","TestFooter","","","Verify presence, visibility, clickability, href, status code of the JETBRAINS link in Footer",""
"passed","Mon Jun 10 00:55:42 GMT 2024","Mon Jun 10 00:55:42 GMT 2024","611","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty first name",""
"passed","Mon Jun 10 00:54:25 GMT 2024","Mon Jun 10 00:54:25 GMT 2024","3","tests","login_page_test","TestLoginPage","","","Test for authorization customer.",""
"passed","Mon Jun 10 01:03:34 GMT 2024","Mon Jun 10 01:03:35 GMT 2024","807","tests","used_resources_page_test","TestUsedResourcesPage","","","Verify presence, visibility and content accuracy of the text on the page",""
"passed","Mon Jun 10 00:59:49 GMT 2024","Mon Jun 10 01:00:05 GMT 2024","15844","tests","Речевые упражнения.","TestCardsRU","","","Select a random card from ""Группа слов"" group and compare UI vs BACKEND data.",""
"passed","Mon Jun 10 00:49:16 GMT 2024","Mon Jun 10 00:49:16 GMT 2024","35","tests","contributors_page_test","TestContributorsPage","","","Verify value of title with tag 'h2' on the page",""
"passed","Mon Jun 10 00:49:02 GMT 2024","Mon Jun 10 00:49:02 GMT 2024","22","tests","contributors_page_test","TestContributorsPage","","","Verify amount and visibility of sections with content on the page",""
"passed","Mon Jun 10 00:49:52 GMT 2024","Mon Jun 10 00:49:52 GMT 2024","140","tests","description_page_test","TestDescriptionPage","","","Verify return main page from description page.",""
"passed","Mon Jun 10 00:59:03 GMT 2024","Mon Jun 10 00:59:14 GMT 2024","11208","tests","Речевые упражнения.","TestCardsRU","","","Select random card from group ""Слова"" and compare UI vs BACKEND data.",""
"passed","Mon Jun 10 00:54:41 GMT 2024","Mon Jun 10 00:54:41 GMT 2024","143","tests","main_page_test","TestMainPage","","","Verify redirection to contacts page not authorized user.",""
"passed","Mon Jun 10 00:50:01 GMT 2024","Mon Jun 10 00:50:02 GMT 2024","1300","tests","description_page_test","TestDescriptionPage","","","Verify redirection to donate page not authorized user.",""
"passed","Mon Jun 10 00:58:48 GMT 2024","Mon Jun 10 00:58:57 GMT 2024","8523","tests","Speech exercises EN.","TestCardsEN","","","Select a random card from ""Similar phrases"" group and compare UI vs BACKEND data",""
"passed","Mon Jun 10 00:56:52 GMT 2024","Mon Jun 10 00:56:52 GMT 2024","90","tests","specialists_page_test","TestSpecialistsPage","","","Verify presence, visibility and accuracy of the 1th card's image in the grid",""
"passed","Mon Jun 10 00:58:33 GMT 2024","Mon Jun 10 00:58:42 GMT 2024","8986","tests","Speech exercises EN.","TestCardsEN","","","Check progres-bar and buttons.",""
"passed","Mon Jun 10 01:04:56 GMT 2024","Mon Jun 10 01:04:57 GMT 2024","790","tests","used_resources_page_test","TestUsedResourcesPage","","","Verify presence, visibility and attributes of icons in the sections",""
"passed","Mon Jun 10 00:50:10 GMT 2024","Mon Jun 10 00:50:10 GMT 2024","635","tests","description_page_test","TestDescriptionPage","","","Verify redirection to specialists page not authorized user.",""
"passed","Mon Jun 10 00:49:56 GMT 2024","Mon Jun 10 00:49:57 GMT 2024","1111","tests","description_page_test","TestDescriptionPage","","","Verify redirection to telegram page not authorized user.",""
"passed","Mon Jun 10 00:52:37 GMT 2024","Mon Jun 10 00:52:43 GMT 2024","6141","tests","footer_test","TestFooter","","","Verify that the SELECTEL link in Footer leads to the correct page after click",""
"failed","Mon Jun 10 01:04:48 GMT 2024","Mon Jun 10 01:04:50 GMT 2024","1820","tests","used_resources_page_test","TestUsedResourcesPage","","","Verify that links in the sections lead to the correct pages after clicking",""
"passed","Mon Jun 10 00:56:37 GMT 2024","Mon Jun 10 00:56:37 GMT 2024","16","tests","specialists_page_test","TestSpecialistsPage","","","Verify visibility of cards in the grid on the Specialists page",""
"passed","Mon Jun 10 00:48:02 GMT 2024","Mon Jun 10 00:48:03 GMT 2024","873","tests","authorisation_page_test","TestAuthorizedUserPage","","","Checking the possibility of authorization with incorrect data",""
"passed","Mon Jun 10 00:55:34 GMT 2024","Mon Jun 10 00:55:34 GMT 2024","601","tests","registration_page_test","TestRegistrationPage","","","Check registration with new email and empty confirm password",""
"passed","Mon Jun 10 00:56:57 GMT 2024","Mon Jun 10 00:56:57 GMT 2024","45","tests","specialists_page_test","TestSpecialistsPage","","","Verify presence and visibility of text sections (including names and professions) 
         in specialist cards in the grid",""
"passed","Mon Jun 10 00:50:23 GMT 2024","Mon Jun 10 00:50:23 GMT 2024","138","tests","description_page_test","TestDescriptionPage","","","Verify redirection to used resources page not authorized user.",""
"passed","Mon Jun 10 00:57:01 GMT 2024","Mon Jun 10 00:57:01 GMT 2024","54","tests","specialists_page_test","TestSpecialistsPage","","","Verify values of names in specialist cards in the grid",""
"passed","Mon Jun 10 00:48:30 GMT 2024","Mon Jun 10 00:48:30 GMT 2024","32","tests","contacts_page_test","TestContactsPage","","","Verify value of title with tag 'h1' on the page",""
"passed","Mon Jun 10 00:57:54 GMT 2024","Mon Jun 10 00:57:54 GMT 2024","29","tests","start_unauthorized_page_test","TestStartUnauthorizedPage","","","Verify values of subtitles with tag 'h4' on the page",""
"passed","Mon Jun 10 00:51:46 GMT 2024","Mon Jun 10 00:51:51 GMT 2024","5299","tests","footer_test","TestFooter","","","Verify that the EPAM link in Footer leads to the correct page after click",""
"passed","Mon Jun 10 00:54:14 GMT 2024","Mon Jun 10 00:54:16 GMT 2024","1249","tests","header_test","TestHeaderPage","","","Verify if the 'About' and the 'Telegram' links in the Section 2 
                          lead to the correct pages after click",""
