"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10119","Verify if group links lead to correct pages after clicking","tests","Fri Apr 03 11:35:20 UTC 2026","broken","Fri Apr 03 11:35:30 UTC 2026","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","20947","Check registration with new email and empty email","tests","Fri Apr 03 11:49:21 UTC 2026","passed","Fri Apr 03 11:49:42 UTC 2026","TestRegistrationPage","registration_page_test","",""
"","12","Verify value of the 'ru' title of the tab","tests","Fri Apr 03 11:41:51 UTC 2026","passed","Fri Apr 03 11:41:51 UTC 2026","TestGroupsPage","groups_page_test","",""
"","45","Verify values of title and subtitles with tags h2, h3 on the page","tests","Fri Apr 03 11:32:05 UTC 2026","passed","Fri Apr 03 11:32:05 UTC 2026","TestContributorsPage","contributors_page_test","",""
"","229","Verify switching of the 'ru', 'en' buttons in the Header on the Start Unauthorized Page","tests","Fri Apr 03 11:44:32 UTC 2026","passed","Fri Apr 03 11:44:33 UTC 2026","TestHeaderPage","header_test","",""
"","32","Verify text in links in sections","tests","Fri Apr 03 11:55:37 UTC 2026","passed","Fri Apr 03 11:55:37 UTC 2026","TestURPage","used_resources_page_test","",""
"","10120","Verify text in group links on the page","tests","Fri Apr 03 11:34:09 UTC 2026","broken","Fri Apr 03 11:34:19 UTC 2026","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","95","Verify return main page from description page.","tests","Fri Apr 03 11:32:40 UTC 2026","passed","Fri Apr 03 11:32:40 UTC 2026","TestDescriptionPage","description_page_test","",""
"","44","Verify text in the 'Login' link in the section 1","tests","Fri Apr 03 11:51:27 UTC 2026","passed","Fri Apr 03 11:51:27 UTC 2026","TestStartUnauthorizedPage","start_unauthorized_page_test","",""
"","46","Verify text in cards on the page","tests","Fri Apr 03 11:34:27 UTC 2026","passed","Fri Apr 03 11:34:27 UTC 2026","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","74","Verify sizes of images in links on the page","tests","Fri Apr 03 11:43:42 UTC 2026","passed","Fri Apr 03 11:43:42 UTC 2026","TestGroupsPage","groups_page_test","",""
"","124","Verify sizes of icons in sections","tests","Fri Apr 03 11:55:55 UTC 2026","passed","Fri Apr 03 11:55:55 UTC 2026","TestURPage","used_resources_page_test","",""
"","5743","Verify composition, visibility of elements on the 11st-14th levels of nesting on the page","tests","Fri Apr 03 11:36:40 UTC 2026","passed","Fri Apr 03 11:36:46 UTC 2026","TestExercisesRuWordsFamilyPage","exercises_ru_words_family_page_test","",""
"","55","Verify title, href of links on the 'en' local","tests","Fri Apr 03 11:42:46 UTC 2026","passed","Fri Apr 03 11:42:46 UTC 2026","TestGroupsPage","groups_page_test","",""
"","1245","Verify if breadcrumbs links lead to correct pages after clicking","tests","Fri Apr 03 11:35:11 UTC 2026","passed","Fri Apr 03 11:35:13 UTC 2026","TestExercisesRuSimilarPhrasesPage","exercises_ru_similar_phrases_page_test","",""
"","261","Verify composition, visibility of elements on the 1st-6th levels of nesting in the Header
            for an unauthorized user","tests","Fri Apr 03 11:43:50 UTC 2026","passed","Fri Apr 03 11:43:50 UTC 2026","TestHeaderPage","header_test","",""
"","5330","Verify presence, visibility of lists on the page","tests","Fri Apr 03 11:36:52 UTC 2026","passed","Fri Apr 03 11:36:57 UTC 2026","TestExercisesRuWordsFamilyPage","exercises_ru_words_family_page_test","",""
"","10137","Verify clickability, titles, attributes of group links on the page","tests","Fri Apr 03 11:38:27 UTC 2026","broken","Fri Apr 03 11:38:37 UTC 2026","TestExercisesRuWordsPage","exercises_ru_words_page_test","",""
"","1869","Verify if internal links in the Header for an unauthorized user 
            lead to correct pages after click","tests","Fri Apr 03 11:44:12 UTC 2026","passed","Fri Apr 03 11:44:14 UTC 2026","TestHeaderPage","header_test","",""
